	B cell	CD14+ monocyte	CD16+ monocyte	CD4+ T cell	Cytotoxic T cell	Megakaryocyte	Natural killer cell
hla-drb1	1766.5249935341542	90.10188941238302	41.03645425362852	-59.31313451606338	-93.80202591286886	-2.289465486582669	-30.839993626115156
ctd-2139b15.2	-21.358729101371484	0.6886908030518866	1.124326398279917	-19.835920258153198	-13.132939202080498	2.293517445796561	-0.8034683184409599
cxcr4	-46.70001805971303	15.69239366230061	-34.82858003864726	694.5508785604163	265.099863264892	-0.9228073977960536	-79.27072071272825
arhgdib	-31.11577848456167	-463.8693673487485	55.331037610647826	87.86010112042295	447.1073308121078	-13.283913202864161	113.5371276491404
cotl1	-51.57903638708732	185.17354923500838	66.09580751541262	-263.0136856097504	-35.45537235730146	12.177010600985959	3.459802923952277
ywhaz	-2.676157379945799	29.364920065434454	104.7851426425606	-268.91722075871195	-447.36921000299327	-15.947224595852436	155.76181001820078
ptp4a2	-27.035637966584787	-110.69768111651096	28.4851317745238	-3.8867000412882735	217.08132398740682	-8.082794277733456	8.027296907797215
rpl19	77.31125489715298	-2.3080033498141503	-15.266028266196201	159.2395782285215	159.9176625613986	-5.103714320167158	27.896364059368707
rpl6	-35.88860652273674	178.25693590780904	-108.1028944627475	408.27449536480935	334.6483346531167	-9.12951741812042	72.1783092288167
rbm3	35.40658532289806	-243.09407769157568	58.1523593752929	85.24750055333408	-19.552217949073764	-0.9188283962103461	79.06500889574954
nap1l1	277.34405402578386	6.2635383508209	110.7154047156553	-405.78339519041947	-252.92040836284218	7.535967592331417	11.362560453445049
hla-dpb1	1539.0536318234088	8.610993630969798	11.053157285458784	-70.29247363899519	-52.4813852638064	-1.5505986444973487	-41.03231827453126
s100a9	-39.861357030098205	1706.1990189226085	17.90101411203834	-33.29850447530268	-5.676019571527418	1.9124945990777311	-13.853427744485277
itgb2	-59.55512822094202	-170.79993967091212	-0.8079003244555847	-166.6559828546582	293.9607485249041	-1.1471758821732538	281.9028611731299
pecam1	-6.3244808224281375	34.98172674440705	147.99406817012948	-47.27171286592161	-59.83030876201317	-1.5213183957489487	8.585202701345466
tpm3	-131.23030323046402	-156.24708917625546	65.07843113424991	116.400255623466	63.222022373024664	4.386010800067472	51.82113285203282
rpl8	334.73253193284927	30.669441744828802	-73.68315911126965	408.56618432111446	-143.71942416969463	-10.938422289872095	126.48961495617016
coro1a	-537.6972408673477	183.6959383963627	10.331669144053176	-243.0418723942642	24.64483423108308	-3.545132535804925	280.1861666173231
nkg7	-104.17308323841627	-46.11339995386169	-3.4822067815124047	-183.94623429839103	1367.816982670399	-6.3438503265547785	1373.1160345000137
wars	4.307177163786217	20.510578253784967	157.4133141418335	-6.357962165594959	-16.876339012217706	0.4131748910472288	-12.53812933388626
fcn1	0.4217601006323155	204.15735644218424	68.00225912930703	-0.966850949728655	-2.749093010277658	-1.5545880122575038	-1.6617337257957554
slc25a6	-108.55800938753353	-132.40038689717264	18.716014997651346	48.703277281056025	89.38702350322356	-0.3858082404418124	33.42963568889999
arf1	-128.08063062476884	-326.9983065396989	51.74601122101319	-194.87565597990812	338.6922632908019	36.87498703571629	-4.583013157179016
arpc2	-241.22583342013343	-112.77049926433553	187.7635516917688	-532.2990849414374	88.45225423657773	-19.0685437737597	360.48871858050234
lcp1	-79.65040794124924	110.15960892502144	-40.278437105773804	169.74463693178757	-44.10335224246169	-4.187852485837866	244.55494288095443
igha1	212.93531791047704	-2.8632426809031783	-1.2067924260724272	-1.8810109636956156	-2.849926367226297	0.43537452405341226	-0.6055427786316128
vcl	-49.24711076825226	-70.93049575765862	-26.135575678992396	-26.058519694336056	36.07323179353002	51.32319111218122	31.574113693563625
rpl15	408.6895971138957	-193.01988633212068	-1.5295741277705714	391.11882726787013	-53.13438586028536	-15.68940975991028	70.20158631866113
cd14	-3.953551276619192	460.3133194435649	-11.868488774261595	-0.40725867334157034	-0.835232821186854	1.24476709997249	-0.3415138376657898
ncoa4	-18.0944969638754	-138.25407563341403	-0.24394973933628525	-10.58318152967652	-86.58617674450038	98.19675875947605	35.76656190849455
klf6	18.50587735846259	-44.460942045944485	92.32067158685086	14.173852410182032	-87.3196892034129	-4.343999298249416	74.01117997074934
rpl7	271.5409093021164	-66.46213184505926	-36.90200320232965	129.59615830048926	140.46247880882643	-4.655847849185612	92.52633193730071
eno1	-104.97574178761938	168.13161584373177	-5.23279129645116	109.5204188150077	-67.40149177061815	-1.001398363940622	-46.93795897266145
srgn	-73.19784371091636	14.830559502779334	-24.568985039310768	26.439316344450695	49.59388608712921	11.67643550398786	264.4231224169466
itgb1	-73.10728988253737	-39.28463767127382	-6.424630750819853	-215.2111473600652	128.56712843075007	34.4632097889272	-14.997008499493383
sell	585.7490841798569	26.39869130515222	-28.2885266220828	343.0875002912055	-82.78051471574922	0.1758299030421627	-31.547093361746672
tkt	13.026917939952835	-4.7815160484292045	29.02978669496039	-38.28132151476295	8.165550493707787	-1.5126258190675776	24.02085424550696
serpina1	-0.8861109057995232	-81.5286958738673	165.15645250764254	-3.928640565194623	-1.3011895714505848	0.6000703369225056	-0.075046334639863
h3f3a	19.584395318962173	-172.19008962421802	90.83931343821389	-73.86373254699349	-165.91724714963442	11.780231482840524	86.70573255492025
vim	46.38937590885646	-64.40697843687511	-40.29746443768795	741.3250314687084	-184.37530873065745	-6.135717100730983	50.001613395218584
eef1b2	208.7014294770327	-162.2126498704269	-11.982939069042835	5.847505515674922	105.808560123538	-1.100211218029404	51.015325529525256
gnas	-77.33419980872749	-59.07822698459215	-21.93486153906857	-99.40986857457605	-16.279500581068568	43.02116322414859	9.02821904314446
bin2	-97.49748650020675	-106.7511780057502	55.32983115285667	-110.62490932123238	-128.74715907631503	18.57117591584185	133.9438040687139
ezr	415.1817280988715	-26.703567117576554	-7.345402612306491	155.35229375865183	-230.96018912156512	-1.2770570407236361	73.49658726174604
cd53	247.18531787118164	59.20792944857122	14.747044189707252	26.336401440699767	68.99616494482682	-1.7540042859599234	-142.37586678973236
rab37	-60.39209479879639	-6.541170194330289	-46.13800792687769	-47.375535955285855	143.82750483525572	22.749988485695553	34.21833797919517
dazap2	-35.68731189425456	141.0959430067526	88.87213756892689	-64.55584192403035	-401.6839861043503	-8.414486182919791	137.44640050275743
aldoa	-108.62398827470054	36.66673670833416	-52.02241964895047	-96.14227298713715	-150.0090453804348	15.258309601664761	118.21936260597947
aif1	-9.823279969433806	-295.0726018790208	79.68274718492955	25.712580464522254	-12.127740382228493	2.1980222363540176	2.966413044842228
fcer1g	-12.275802296508429	6.022808993821714	142.87649297012754	-8.40572660143837	-30.90557260590286	3.6816770702476385	151.53551429306276
pgk1	90.0380111782471	-156.7279555029358	-15.197536897712084	-181.89383486919598	93.28828176711335	-1.9684065178561772	65.91071450919374
cd37	313.6772230244714	-48.669820993385784	52.081343970776565	-40.75310995388949	-77.62491292258264	-6.732815004622591	104.91331734765464
mtrnr2l1	251.19611175644084	38.10171149408256	33.07086959054495	-106.19484572627412	-53.90710615171653	-7.057501148279191	-90.12849881907931
hspa8	159.53105643159998	56.769437756026235	-46.531871916091454	280.368186709301	-17.907877554987273	-4.792534039668812	79.84664923738333
ctsb	-71.91426305527894	78.85876675217003	-1.4933382415104712	5.956851126092989	1.3395344481887728	0.4854999009397613	16.675081772118787
pabpc1	280.2093985297454	-249.62830929307245	25.47990558116851	149.83621130171394	89.94203131028004	-8.108352853210125	28.634105234266798
litaf	-191.73407079325793	10.710481712651127	-42.74727492604349	224.11301703264527	419.19323688770487	-1.742164309475779	98.98398583983254
ucp2	-109.33102312038096	-52.51162464222857	22.580484171426846	-176.76969693476474	13.889600928360752	-2.3762349510250926	109.72950493416427
s100a8	-16.383856122988952	1679.9847003614764	-64.28233077394113	-25.067835215425795	-8.14276852135788	2.3114394289644515	-10.592872513604124
myh9	-17.73991941307926	-62.288930701405654	-84.85402571388873	110.75319540003792	100.9406791704706	29.668208837340483	-33.64771816616364
anxa2	-28.897500983872675	-70.07565013150096	9.257294496364574	-32.26711410958423	82.35352050886749	-1.8804728060730986	67.01386435016093
c10orf54	-20.538323848053828	64.28356655710407	51.398782014420036	28.16919167584615	8.084086402037201	1.3957074818660977	-19.12641275220061
fcgr3a	-16.34028441977532	-6.33964774935838	264.8332885151759	-14.691023426987353	-226.8097467582045	0.6393469479630809	523.9427065144533
grn	-62.53592160627613	178.5644941014771	-23.279075679113852	48.682355881026425	-23.96491754177681	-1.5899124448109643	13.598646922738274
vcan	-2.9436428500339753	610.282028869552	6.657039176718209	-7.200249869387186	-2.9063043099541614	0.02476941344817952	-0.7925009149141949
saraf	225.29248238364585	35.149788829502654	-45.084153053126364	97.0497569534143	133.17004974544218	-8.056607434318654	-14.880119550213383
ptpn6	-89.57243501443224	37.187055426381754	155.31384617878513	40.34406787978643	-72.55828901445884	0.5109086645937234	-122.12396804837219
cd68	-10.816097538081543	40.16848954105326	-21.111824681091697	1.178444789391426	0.5269151955218099	3.9716986278248774	-0.07975127760459244
ptdss1	-36.839137270690905	-11.712445086800887	8.779531336842552	-55.25639967702362	-8.426058368033733	0.7330303565665233	1.450869112405757
atp5b	-65.76260337615167	16.7565910097757	-39.65268117509112	373.03767635453056	-51.667117947458294	-0.5762319183460682	-78.02032450306237
prrc2c	83.87126878721931	-85.10509236643259	19.043779678892616	-50.66472910347901	124.28142561770542	-0.5121432551383407	18.21000782955528
ywhab	139.227105969541	24.672431066005725	-52.86299291495228	747.8552254452879	29.606581763371477	-4.6415618241211	-62.88329395903958
tmbim6	-51.12668034875002	-4.349109798742811	-77.61457506274482	-43.29591783242121	102.73867928014629	3.2599134633007822	49.836875443973256
hcls1	-154.84930953930981	-142.87373960230443	115.46282652633948	125.31916826998055	56.958260135841904	-0.42730053772012466	-12.778340571094187
vmp1	-14.863679417744738	-55.66102739030662	152.66593155480538	-35.14453175559355	-26.206021775953687	-1.0282314785106716	-11.7889530820332
rpl10a	243.8967553261046	140.80263662764597	-41.27019150630966	418.55222694155265	-295.1582481250713	-6.949419703649156	102.71835661209758
fgr	-7.528793007639787	141.8698760008886	89.30447811796904	-2.1048244570613326	-38.47350200816955	-0.6982180566890901	-45.48521132849726
znf292	-55.16699526683239	15.694368349741792	0.05022470142704608	-7.602537278140625	-2.9265707653960438	-0.006087123866169916	4.944492313974749
ptprc	167.6048530048175	-109.13534429846437	32.42331467134982	-12.774655893641043	53.02433632403638	-2.17455017645577	78.31313981859391
cd44	71.46173939277973	10.980424319529483	-29.89808483219069	185.23088282287176	101.85106712067372	-2.0408270350022764	15.759017102031404
hsp90ab1	123.65620339087901	-84.13683260455011	-0.38933947467623076	410.1374269444796	-14.948617152949428	-1.4099847695973942	3.1876156280085484
rgs2	-14.509979412333948	383.5746697122746	63.53065743850495	-13.692448893307372	-9.102046193906727	-0.08764856347663907	-12.720947462443096
ppia	30.02290587840981	99.39569246237691	-14.569837958911105	73.8375485176546	239.86444924501484	-16.609909152051646	22.20614984878659
hnrnpc	59.06463829230947	-117.30435550947482	-47.454502820267834	-127.66729009413862	237.40625038249232	-1.8438635040829148	99.50941201539572
ahnak	63.22263393161015	-109.86239512922216	-99.59706701023808	191.34003570673812	402.59148927900225	-2.7993574660855627	-12.107634206601443
crtap	5.244365220803625	-184.1949026276298	-0.390338092973773	17.134580606110998	-9.327567318939337	-0.4922423294071834	12.699272365964323
hspa5	-14.58002900498692	-70.73822919987919	-5.749750133433585	94.75340811940056	115.74187472285224	-0.11697360239072446	-29.627911216852965
lst1	-24.0222036325638	-107.87153390012087	104.49451577478095	-6.144551214323711	-34.517288267782604	3.5463654261064903	2.9827169025880433
ms4a1	1229.3188847330139	1.9496831348906878	-1.888458176508339	10.721762913857289	-7.624213795864607	-0.016963265759856	-10.950304919033094
lipa	-23.971919576548107	11.891286450261124	-19.57519317354463	21.949714585073288	4.73058796501462	1.0526792851540137	2.735044356176772
h3f3b	201.5341007804003	-277.84065898236923	22.065509069751094	581.4659711908155	-206.80511497002541	-20.04805002519931	192.5432649526482
rac2	-82.35498179002407	25.419387133622486	35.42056821442558	111.10300300642052	-73.91986802047913	-2.2049798808204897	18.146206631284887
zeb2	-6.529610243894232	-11.275536914470225	-41.52267622351671	-18.01450551312574	79.86434059812787	2.846231836774248	45.099159304362615
s100a4	-119.04179721391213	-109.21829236235344	96.65811458672397	-145.85301260638082	-33.6283670325528	8.232356253639367	-12.980060672227268
lrrc25	-2.951351547482107	41.58743682047532	21.933834371618683	-1.113901047616218	-1.4935186748651108	0.05226048722551978	0.7453486684297916
asah1	-69.13034463346608	20.67242236198208	163.9811152983948	-17.46347376056319	-27.68962476396052	-4.29150478680595	-19.470856416014932
sh3bgrl	-115.93789183079552	82.8303508048359	32.31171893237808	-144.4869488039118	-76.1486776299181	16.288259075588726	38.78030474445135
c6orf62	-81.74249249075588	27.525392731772676	-33.388303769669555	-2.3724063597380103	211.99136541475883	0.3004006111947884	-29.680949478070957
il2rg	49.98560133598923	-67.55105492822611	-9.94728127886577	-44.744450756288366	149.76844915022863	0.26508102925099597	135.88084122310397
evi2b	137.95941861026674	211.26324414805669	29.366752578808555	112.9869269054286	-143.29276534319962	-1.853399975894666	-40.72914968414928
c2orf68	-52.658291143646736	89.48648032401175	15.286723419224392	-34.04468608602886	-58.24462996228154	0.3914251269573026	-20.403921765871488
tpp1	-2.619433142865148	-29.869309030391786	1.8500674690527932	23.672643343051334	-17.648266510511068	4.914028569497127	-13.66411131388481
pip4k2a	-36.79058218368102	-90.08178086610289	-12.65055564653704	71.73033237432759	10.137681197178878	25.476493192740364	98.94444628112731
ncl	141.74218981850066	-60.56787454249944	7.358012966658954	-113.19675629281157	-32.121285883908016	-0.2534762428233343	90.01115636722234
eif3l	15.327453840431973	73.17438721750139	-64.35853920927762	-53.56579404454064	328.20956240143954	-1.600924428424649	3.093930610125263
anxa1	-16.64530758072534	385.52250847982134	-77.23865140561246	336.2811832012132	166.08008338222837	0.2784979966080965	-206.6509683985726
eif4b	42.78472843182889	-225.86132603658348	69.47016760319272	95.72957578803319	216.05923191543053	-1.1960485989566552	-20.048863173213775
vcp	-41.67344285091887	11.719046183518826	-33.24769591234657	88.0445253328594	87.24901656810901	-1.1048146844857862	25.059323379482176
csf1r	-0.22039491755879245	58.159236408423034	121.70707937334532	-1.01282509287127	-1.1872814683596231	-0.10279238561769005	-0.08522218045670528
anxa5	-32.67297106806232	-38.78541514306762	181.29099706949955	-99.98787644181763	50.609758343816566	-1.035797943859289	-7.452967754120962
tgfbi	-1.121759438090587	216.88460811727526	-8.402452168562272	-2.065638073617327	-0.6169823601187969	0.6706732262845135	-0.7383826800263475
sept2	24.104525273327813	-98.05276591294833	-24.587090436698986	156.4641633240419	163.28124977231914	-7.106741587153465	23.457257235262947
srsf3	-5.8510197584457515	-59.140758763900344	-31.528648231441228	298.3520626572451	-132.30840334968283	-2.5935714539472516	116.07972250170039
cd8a	-11.28714123824019	-5.852979375813303	-1.3814229264173625	101.74099330817276	93.89674841851202	-0.6948781475524942	45.03835367548773
hnrnpdl	281.7069274957115	51.202348761686665	-121.79079981734559	576.2542396060655	120.29222470041287	-1.0107214368226627	-161.17968428624678
calm2	-107.07776566903323	257.0594958844806	93.11468627320814	168.73506597926112	-169.37503506147158	-7.495143563645941	-113.32926523534911
hnrnpa2b1	-281.2202287980295	-161.09778347278314	-66.16023939584557	704.075695432555	13.099959134026271	3.958748614922357	-7.217382888422572
capza1	-23.022017057173272	-21.06585674759198	55.380130119265814	-54.082050995276454	-70.39662347555456	0.4711403240695982	-3.6804557532236664
kmt2e	66.27114145803844	33.631171403439275	-20.416669026462237	245.8313329043795	-22.77856062390054	-1.0934305807017775	-38.33774568138588
fcer1a	1.6291579872934958	9.909998590023417	0.104505741852325	1.0029960692670479	-0.5050023616957849	-0.04418686306521345	-0.7465315351501496
ldha	103.07828148317269	-28.089762623544054	-24.416394624369417	302.4814537362676	-12.889908694953292	-3.5842293005535533	-41.01922007694477
myd88	-17.46901293780647	-46.37541439634335	110.33746547724215	-14.366577251100459	-9.931434103264028	0.0847749422393895	-11.083129498240531
rnf213	-140.83806571074845	-15.523391660849319	-18.46631823359296	2.658587806519115	156.09650107645345	-1.4827353876099454	208.023472651712
cd8b	-16.69462403045201	-4.294695856694961	-3.349738218624897	-60.58057250186727	430.47635483122434	1.1297527381974508	11.60706931932296
fam65b	108.52507621404354	-108.30078828800417	-35.5168466044903	542.4550670242074	109.76169451662054	-1.2314125027173861	-33.78005478970002
herpud1	153.55707838865393	-29.780642673139674	-9.11813502697857	27.53602469987947	9.67673140342092	0.16693285729159274	-26.176997197829053
msn	-159.79600846154574	-183.10134804546183	-9.08098128993619	9.105528059646106	193.4538594619053	8.093266257555651	105.31454752625102
slc38a1	164.3464128702318	-25.147007625840864	-0.3272338264560079	129.50310093741936	80.24614681460879	-1.3377080566431632	-53.56633045166744
hla-dmb	951.4622869641017	55.785676444730626	-0.3556747042570718	-15.856897323515224	1.2617701544645548	-0.29302932977047863	-8.20251633288315
cd4	3.5424955383852637	243.4122436386344	-0.4761982470293713	-101.89967746266342	-8.887517570191488	-0.21129104288413791	-0.25711394174991514
gzmh	-19.480976250324687	-12.15841154307626	-0.7725812587864183	-11.119670843324961	290.2550400680828	-1.39106268607956	773.9327488377585
itgal	27.98986691196948	-2.0687552460781062	-5.934974174806592	-11.566896000672113	-14.494694097040831	-0.059637584836853344	-21.70938965352909
cnn2	65.68190905233034	58.58359875915996	6.8051510600973035	-1.2980172317244922	-74.463693962458	0.8086252183181024	-43.30072323916311
cnbp	84.84430916330743	244.14304558787813	-53.05294943670508	-122.116547985305	-51.682492923102345	-1.5877597570300557	35.55191519057925
aplp2	-44.44189798196511	198.68063268929222	15.93638601552458	-9.261020898468866	1.3234001837162133	-0.5529534198739581	-16.128161081922066
adgre5	36.906190013989274	6.60520677864115	132.45482583427517	-138.1054826720474	-213.12749567933295	0.4601912950953977	-39.5477341110185
irf8	503.8577441148265	7.632460030336685	-24.510914366242694	14.472017570702569	-7.069393971991594	-0.567084931330273	-4.3667467951521095
utrn	3.4008491684698035	11.682644718077615	12.119830837737085	-85.27898645233954	110.14606871510597	-0.9273824247200844	7.389243001861318
tyrobp	-7.342640463588116	-406.99945133637596	25.534151556409928	-4.746486329468871	-133.5735028741192	7.107367669447978	328.26716834845706
hif1a	-23.428259149910016	25.74529940772488	-0.23929915354576478	-6.415493233783311	-5.178971427998554	0.10490078937529917	4.894592298641757
hla-dma	988.3062506741223	7.58235168442896	0.9661309786251124	-28.090765790898374	-13.568131751123593	-0.29976821925375174	-11.977940464506569
tubb	-36.71667596974645	16.788628194199056	-29.514440939287685	13.656312602746254	-12.215054358239248	3.299429862420811	12.072833278896352
arl6ip5	-12.57969518932724	-16.948332723900492	-6.647927349949281	-51.68411775014181	59.08640705713315	9.315964134092095	-20.477769034759525
eif4a2	207.5389304039868	-55.01180569729442	-19.483165288219045	285.98407288362415	-107.97979571592228	-1.2589424375006881	51.369023244023396
ppt1	-7.371116632562318	-2.395331790882965	-18.21405525357514	32.476057736722595	-7.5010077734798	0.4955375839512944	-8.075206649671525
hck	-36.938782082783	-94.69520987236498	202.80475562069284	-8.731761122858646	-1.6576424068970745	0.2067073425717202	2.3210501645569264
cecr1	-23.519779966957298	20.74296607911292	5.555047113009022	37.32233264788196	-15.51631472279967	-1.2842918146218207	13.686583305325684
jaml	-5.47246963879426	99.65475255353273	14.15105538978893	-16.67588946931229	13.240812114385504	-0.3465533411450912	0.5895037452050331
sash3	-22.73903525244845	-25.227716102844553	13.094028700121822	21.773046269424874	-9.578753667436917	-0.11570111767149069	27.125431114511656
hnrnpk	-18.010514874569527	-48.027981811772705	0.04622980851304481	-37.6407509873139	83.07673056927229	-1.8895336692465146	11.381506278960522
ccnd3	-122.05060781065865	-81.25611010298314	19.1668246061299	71.36296244322733	95.89210353864043	13.603026294269359	40.460349085450325
pcsk7	223.79170665799458	-13.56127576262147	17.29124865239706	-346.5838175723204	109.52628135275941	-0.6761193637717651	38.03243348271109
foxp1	118.11371267507359	-10.21391445111339	-13.009418646226035	397.13760434837786	-2.623497990229206	-2.2814644933148958	-28.508977090776874
ncf2	-4.866339922440481	167.672779460202	21.93382611626817	0.1159925952241924	-1.5169571828387478	1.0902254583745277	-1.2814793048954152
rpn2	-25.746181094028596	-11.965557554435899	4.133404518972406	-37.83231164543621	-5.6887138025870705	0.5812386710433448	24.87143791835457
eif4g2	257.23507250534374	-135.9244652875799	-58.8468055598193	63.4456785272049	158.85190947483332	-4.901826824646973	10.643592666577973
serinc1	-18.222698087312224	7.568775566552723	-5.646683973515952	-29.868689480909808	38.2558996942382	0.8558092572962126	-15.741898237452574
eif4h	-30.922325761560877	-38.12054597181131	16.603540266357363	38.11664123854811	-56.096301443492905	0.9512571742432602	18.271893969449696
rabgap1l	39.75243950726282	-25.470148161742486	1.4195535602272407	6.626136419855818	-42.52916957154066	11.270876171391999	-17.775129112185475
lta4h	34.42589311744427	-101.28346575499057	182.56880856091928	-46.609321171087785	-52.02670528056002	-0.08592353847972956	-14.85394849686497
